"site_name","Year","month","water_class","coast_region","lat","long","WUE_T","SPEI_3","predicted_near_normal_WUE_T","predicted_WUE_T","EDI_Q3_pct_change","EDI_Q3_pct_change_lower","EDI_Q3_pct_change_upper","EDI_Q3_magnitude","EDI_Q3_direction","EDI_Q3_class","prediction_interval_support"
"US-Brw",1998,7,"Upland","AK Coast",71.3225,-156.6092,4.18480590264692,-1.16666570412542,6.68673289940874,6.43904265648313,-3.70420423025279,-33.0275020928663,25.6190936323607,3.70420423025279,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",1998,8,"Upland","AK Coast",71.3225,-156.6092,1.58365374930782,-1.0219313017142,6.68673289940874,6.68923686631916,0.0374467912520619,-29.1101583242671,29.1850519067713,0.0374467912520619,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",1999,6,"Upland","AK Coast",71.3225,-156.6092,0.385650644678159,-0.846163730107092,6.68673289940874,6.1022046601173,-8.74161190651308,-37.7022558420733,20.2190320290471,8.74161190651308,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",1999,7,"Upland","AK Coast",71.3225,-156.6092,1.98744998971976,-0.699731439776877,6.68673289940874,6.45385995695099,-3.48261170232086,-32.3410815182602,25.3758581136185,3.48261170232086,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",1999,8,"Upland","AK Coast",71.3225,-156.6092,3.56087596781797,-0.304069446170285,6.68673289940874,6.7940432978142,1.60482555561557,-27.0944959237442,30.3041470349754,1.60482555561557,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2000,6,"Upland","AK Coast",71.3225,-156.6092,1.21990876080393,-0.71379144590995,6.68673289940874,6.11429337835849,-8.56082528884716,-37.4239678261801,20.3023172484858,8.56082528884716,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2000,7,"Upland","AK Coast",71.3225,-156.6092,2.76011468801865,0.769923950569063,6.68673289940874,6.98707735651326,4.49164729057871,-24.1894856755764,33.1727802567338,4.49164729057871,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2000,8,"Upland","AK Coast",71.3225,-156.6092,4.10891434353619,0.696571093427253,6.68673289940874,7.20781625632762,7.79279454941232,-20.8778627396182,36.4634518384428,7.79279454941232,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2001,6,"Upland","AK Coast",71.3225,-156.6092,0.735064369194568,-0.953872429115964,6.68673289940874,6.09779298063509,-8.80758851345366,-37.8682330268016,20.2530559998943,8.80758851345366,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2001,7,"Upland","AK Coast",71.3225,-156.6092,2.63008276619605,-0.58914553052573,6.68673289940874,6.47073100581971,-3.2303053948533,-32.0273514072384,25.5667406175318,3.2303053948533,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2001,8,"Upland","AK Coast",71.3225,-156.6092,4.31308350246001,0.10801706265361,6.68673289940874,6.94686578058314,3.89028371684189,-24.7575528941509,32.5381203278347,3.89028371684189,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2002,6,"Upland","AK Coast",71.3225,-156.6092,1.65041516859207,1.06594279044321,6.68673289940874,6.78834077418758,1.51954439196797,-27.2390145238002,30.2781033077361,1.51954439196797,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2002,7,"Upland","AK Coast",71.3225,-156.6092,2.03776168990245,-0.652601087510631,6.68673289940874,6.46035924144985,-3.38541499061374,-32.2158346623924,25.4450046811649,3.38541499061374,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2002,8,"Upland","AK Coast",71.3225,-156.6092,2.19356414833276,0.279930269041487,6.68673289940874,7.02108730441857,5.00026560114873,-23.6471573215795,33.647688523877,5.00026560114873,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2003,6,"Upland","AK Coast",71.3225,-156.6092,0.311978118813317,-1.50704114885257,6.68673289940874,6.12954053741653,-8.3328042315176,-38.199983503837,21.5343750408017,8.3328042315176,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2003,7,"Upland","AK Coast",71.3225,-156.6092,2.56300187675276,-0.167078326681665,6.68673289940874,6.58507290401645,-1.52032385503646,-30.1900678666383,27.1494201565654,1.52032385503646,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2003,8,"Upland","AK Coast",71.3225,-156.6092,3.60350615837757,0.338722867255702,6.68673289940874,7.04707170270953,5.38886192586892,-23.2599097344992,34.0376335862371,5.38886192586892,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2004,6,"Upland","AK Coast",71.3225,-156.6092,2.07605218098861,-0.580308161098196,6.68673289940874,6.13449903993768,-8.2586498934313,-37.0480711528965,20.530771366034,8.2586498934313,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2004,7,"Upland","AK Coast",71.3225,-156.6092,3.67786480295718,0.990564321528693,6.68673289940874,7.08982063092698,6.02817156871755,-22.6988492374638,34.7551923748989,6.02817156871755,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2004,8,"Upland","AK Coast",71.3225,-156.6092,4.95468561107762,0.548210511755125,6.68673289940874,7.14080121173745,6.79058546467229,-21.8675472975976,35.4487182269421,6.79058546467229,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2005,6,"Upland","AK Coast",71.3225,-156.6092,0.370699010697586,-0.328911288255959,6.68673289940874,6.19465492968439,-7.35901937653083,-36.0598313779838,21.3417926249221,7.35901937653083,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2005,7,"Upland","AK Coast",71.3225,-156.6092,2.0350363124739,-0.555643050725397,6.68673289940874,6.47696070821886,-3.13714027979837,-31.9184324680063,25.6441519084095,3.13714027979837,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2005,8,"Upland","AK Coast",71.3225,-156.6092,3.91648957878948,-0.449821533300486,6.68673289940874,6.7541689601191,1.00850537511867,-27.7343491857804,29.7513599360178,1.00850537511867,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-Brw",2006,6,"Upland","AK Coast",71.3225,-156.6092,6.35157696085882,-0.66522658738885,6.68673289940874,6.12069329067795,-8.4651146867379,-37.2988311132488,20.368601739773,8.4651146867379,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-Brw",2007,6,"Upland","AK Coast",71.3225,-156.6092,4.36986487989263,-2.18791670276051,6.68673289940874,6.21265050014075,-7.08989586394142,-38.5668343097127,24.3870425818298,7.08989586394142,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-BWb",2022,5,"Upland","Atlantic Coast",39.1955,-77.4509,8.38276372845264,-0.694959462018585,4.41543858740597,4.72638725421138,7.04230532596061,-22.2045147481725,36.2891254000937,7.04230532596061,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-BWb",2022,6,"Upland","Atlantic Coast",39.1955,-77.4509,3.64741592430362,-0.624890063440258,4.41543858740597,4.13898359482028,-6.2610992569167,-35.4909102222577,22.9687117084243,6.2610992569167,"WUE_T decrease","Watch (5-10%)","PI overlaps no-change"
"US-BWb",2022,7,"Upland","Atlantic Coast",39.1955,-77.4509,4.31620080913767,-0.241191462613742,4.41543858740597,4.43949214423698,0.544760307608339,-28.6554739828459,29.7449945980626,0.544760307608339,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-BWb",2022,8,"Upland","Atlantic Coast",39.1955,-77.4509,3.91456460108346,-0.980221290835694,4.41543858740597,4.76279620867831,7.86688829198294,-21.4188064981575,37.1525830821234,7.86688829198294,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-BWb",2022,9,"Upland","Atlantic Coast",39.1955,-77.4509,2.8775220093122,-0.499930782859927,4.41543858740597,4.58424907646167,3.82318733946822,-25.4178355465686,33.0642102255051,3.82318733946822,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-BWb",2023,4,"Upland","Atlantic Coast",39.1955,-77.4509,4.86173625136974,-1.33906715009164,4.41543858740597,4.57377274339136,3.58592137227323,-25.8234502654726,32.995293010019,3.58592137227323,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-BWb",2023,5,"Upland","Atlantic Coast",39.1955,-77.4509,7.12372191144498,-2.08345355129273,4.41543858740597,4.78895595193891,8.45934910290247,-21.2117211456277,38.1304193514326,8.45934910290247,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-BWb",2023,6,"Upland","Atlantic Coast",39.1955,-77.4509,4.83404679559734,-1.56867934535365,4.41543858740597,4.20389128334322,-4.79108246836771,-34.2415674348502,24.6594024981147,4.79108246836771,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-BWb",2023,7,"Upland","Atlantic Coast",39.1955,-77.4509,5.05822085249089,-1.35009037187726,4.41543858740597,4.53312306892676,2.66529539911299,-26.7120111415747,32.0426019398007,2.66529539911299,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-BWb",2023,8,"Upland","Atlantic Coast",39.1955,-77.4509,5.24591337705607,-1.32970236145646,4.41543858740597,4.78622629868647,8.3975284434503,-20.9759530675275,37.7710099544281,8.3975284434503,"WUE_T increase","Watch (5-10%)","PI overlaps no-change"
"US-CAK",2025,4,"Upland","AK Coast",64.8618,-163.7002,0.650432987002107,-0.392196797461944,6.68673289940874,6.55591606615286,-1.95636397062368,-30.7146719958539,26.8019440546066,1.95636397062368,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-CAK",2025,6,"Upland","AK Coast",64.8618,-163.7002,2.50438179948228,0.423800157155115,6.68673289940874,6.4930144330234,-2.89705704264732,-31.5525404445647,25.7584263592701,2.89705704264732,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-CAK",2025,7,"Upland","AK Coast",64.8618,-163.7002,6.47778129856253,0.341230727358321,6.68673289940874,6.79404712226393,1.60488275020947,-27.0442363367431,30.254001837162,1.60488275020947,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
"US-CAK",2025,8,"Upland","AK Coast",64.8618,-163.7002,6.25067532185384,2.18527022687671,6.68673289940874,8.04569274758757,20.3232261348288,-9.62352006417358,50.2699723338313,20.3232261348288,"WUE_T increase","Impact (>=20%)","PI overlaps no-change"
"US-Ced",2005,7,"Upland","Atlantic Coast",39.8379,-74.3791,2.73245808217724,-0.766801175340924,4.41543858740597,4.49013808773315,1.69177985036947,-27.5539348730759,30.9374945738148,1.69177985036947,"No meaningful change","No meaningful change (<5%)","PI overlaps no-change"
